id,date,price,floors,zipcode,dormitory_type,condition_type,yr_renovated,yr_built
2624049091,2015-03-13,2903000.0,2.0,98118,house,regular,,1925-01-01
7960900060,2015-05-04,2900000.0,1.5,98004,house,regular,2008-01-01,1982-01-01
6447300365,2014-11-13,2900000.0,2.0,98039,house,regular,,2013-01-01
7159200040,2014-09-17,2900000.0,2.0,98109,house,regular,,1991-01-01
1118000301,2014-12-19,2890000.0,2.0,98112,house,regular,,2008-01-01
2303900035,2014-06-11,2888000.0,2.0,98177,house,regular,2003-01-01,1965-01-01
5316101075,2014-09-26,2885000.0,2.5,98112,house,regular,,1910-01-01
2303900090,2014-07-29,2880500.0,2.0,98177,house,regular,,1994-01-01
6065300840,2015-05-01,2850000.0,1.0,98006,house,good,,1976-01-01
1069000070,2015-04-15,2795000.0,2.0,98199,house,good,,1928-01-01
7397300220,2014-05-29,2750000.0,2.0,98039,house,regular,2007-01-01,1952-01-01
3859900060,2015-01-12,2750000.0,2.0,98004,house,regular,,2004-01-01
624069035,2014-12-09,2750000.0,2.0,98075,house,regular,,1993-01-01
5249800010,2014-12-03,2725000.0,2.5,98144,house,regular,,1906-01-01
2525049086,2014-10-03,2720000.0,2.0,98039,house,regular,,1989-01-01
8043700300,2014-06-08,2700000.0,2.0,98008,house,regular,,2001-01-01
625059036,2014-08-13,2700000.0,2.0,98033,house,regular,1985-01-01,1949-01-01
5442300807,2014-06-24,2700000.0,2.0,98040,house,regular,1980-01-01,1959-01-01
2524069078,2015-01-22,2700000.0,2.0,98027,house,regular,,2006-01-01
856000195,2014-05-21,2700000.0,2.0,98033,house,regular,,2005-01-01
2525049263,2014-07-09,2680000.0,2.0,98039,house,regular,,1985-01-01
3126059027,2015-03-18,2650000.0,2.0,98033,house,regular,1995-01-01,1958-01-01
8084900160,2015-02-12,2641100.0,2.0,98004,house,regular,,2005-01-01
2397101606,2014-12-08,2630000.0,2.5,98119,house,regular,,1909-01-01
2923500230,2014-12-16,2600000.0,2.0,98027,house,regular,,1979-01-01
3623500408,2015-03-30,2600000.0,2.0,98040,house,regular,,1973-01-01
7768700300,2014-12-05,2575000.0,2.0,98004,house,regular,,2006-01-01
2260300060,2015-04-10,2575000.0,1.0,98039,house,regular,,1975-01-01
5316100780,2014-09-22,2575000.0,2.0,98112,house,regular,,2011-01-01
825059178,2014-09-23,2574000.0,2.0,98033,house,regular,,1999-01-01
6613000935,2014-05-13,2555000.0,2.0,98105,house,bad,,1923-01-01
1954700410,2014-08-01,2546000.0,2.5,98112,house,good,,1928-01-01
1118001408,2014-11-24,2544750.0,2.0,98112,house,regular,,1941-01-01
9185700485,2015-04-01,2538000.0,2.0,98112,house,good,,1908-01-01
9471200370,2015-03-30,2537000.0,2.0,98105,house,good,,1936-01-01
7490000040,2014-07-18,2535000.0,1.0,98004,house,regular,,1963-01-01
9471200200,2015-03-25,2532000.0,1.0,98105,house,regular,,1950-01-01
3377900195,2014-09-29,2525000.0,1.0,98006,house,regular,1991-01-01,1950-01-01
7631800015,2015-04-07,2510000.0,2.0,98166,house,regular,,1991-01-01
5700003585,2014-12-29,2500000.0,2.0,98144,house,regular,,1916-01-01
3025300095,2014-10-09,2500000.0,2.0,98039,house,regular,1999-01-01,1985-01-01
9471200265,2015-05-05,2500000.0,2.0,98105,house,regular,,1938-01-01
6072800170,2015-04-28,2500000.0,1.0,98006,house,regular,,1961-01-01
4107100190,2015-03-24,2500000.0,1.0,98004,house,regular,2013-01-01,1951-01-01
1324049015,2014-11-11,2485000.0,1.5,98040,house,good,,1931-01-01
4139420190,2015-05-12,2480000.0,1.0,98006,house,regular,,1992-01-01
9831200500,2015-03-04,2479000.0,2.5,98102,house,regular,,1922-01-01
1176001293,2014-06-17,2475000.0,2.0,98107,house,regular,,1993-01-01
1118002000,2014-06-24,2466350.0,2.0,98112,house,regular,,1940-01-01
3262300555,2014-07-08,2458000.0,2.0,98039,house,regular,,2001-01-01
1118000110,2014-05-29,2453500.0,1.5,98112,house,good,,1935-01-01
2210500010,2014-09-30,2450000.0,2.0,98039,house,regular,,1992-01-01
3623500205,2014-05-13,2450000.0,2.0,98040,house,regular,,2008-01-01
5700004028,2015-04-17,2450000.0,2.0,98144,house,regular,,2008-01-01
4389201250,2014-05-13,2450000.0,2.0,98004,house,regular,,2013-01-01
2426039123,2015-01-30,2415000.0,2.0,98177,house,regular,,1996-01-01
853200040,2015-04-28,2408000.0,1.5,98004,house,regular,2003-01-01,1918-01-01
251620090,2014-05-30,2400000.0,1.0,98004,house,regular,2005-01-01,1977-01-01
6169900790,2014-06-20,2400000.0,2.0,98119,house,regular,,1999-01-01
9185700440,2014-07-28,2400000.0,2.0,98112,house,good,,1907-01-01
4045100075,2015-03-25,2400000.0,2.0,98040,house,regular,,1999-01-01
2025069065,2014-09-29,2400000.0,1.0,98074,house,regular,,2000-01-01
724069059,2014-05-09,2400000.0,1.5,98075,house,regular,,2001-01-01
3880900010,2014-06-04,2400000.0,2.0,98119,house,regular,,1912-01-01
3398800055,2014-11-19,2400000.0,2.0,98102,house,regular,,1926-01-01
6072800265,2014-08-13,2395000.0,2.0,98006,house,regular,2009-01-01,1969-01-01
1725059316,2014-11-20,2385000.0,2.0,98033,house,regular,,2000-01-01
1860600135,2014-05-02,2384000.0,2.0,98119,house,good,,1921-01-01
6072800205,2014-11-19,2375000.0,1.0,98006,house,regular,,1969-01-01
2579500110,2014-07-01,2367000.0,1.0,98040,house,regular,1993-01-01,1930-01-01
2154970020,2014-07-03,2351960.0,2.0,98040,house,regular,,2014-01-01
1725059127,2015-02-25,2350000.0,2.0,98033,house,regular,,2014-01-01
625059051,2014-09-03,2350000.0,2.5,98033,house,regular,1994-01-01,1907-01-01
4139900180,2015-04-20,2340000.0,1.0,98006,house,regular,,1988-01-01
1652500010,2015-03-26,2328000.0,2.0,98004,house,regular,,2003-01-01
4139300135,2014-07-09,2321000.0,2.0,98040,house,regular,,2006-01-01
8085400376,2015-04-21,2320000.0,2.0,98004,house,regular,,2007-01-01
1118001201,2015-01-30,2300000.0,1.0,98112,house,good,,1962-01-01
3426049284,2014-08-19,2300000.0,2.0,98115,house,regular,,2001-01-01
5536100005,2014-08-08,2300000.0,2.0,98004,house,regular,,2013-01-01
3880900170,2014-08-05,2300000.0,2.0,98119,house,regular,1987-01-01,1911-01-01
1732801150,2014-07-01,2300000.0,2.0,98119,house,regular,,1928-01-01
4389200765,2014-06-25,2300000.0,2.0,98004,house,regular,,2004-01-01
8043700105,2015-04-17,2300000.0,2.5,98008,house,regular,,2007-01-01
5452301785,2015-02-18,2298000.0,2.0,98040,house,regular,,2004-01-01
251620110,2014-07-02,2288000.0,2.0,98004,house,regular,,1983-01-01
1225069038,2014-05-05,2280000.0,3.0,98053,house,regular,,1999-01-01
3625049088,2014-07-02,2271150.0,1.0,98039,house,regular,,1954-01-01
8964800445,2015-02-09,2260000.0,1.0,98004,house,regular,,2003-01-01
3262300485,2015-04-21,2250000.0,2.0,98039,house,regular,,2006-01-01
5700003985,2014-10-29,2250000.0,2.0,98144,house,good,,1922-01-01
5316100980,2015-03-26,2250000.0,1.5,98112,house,regular,,1930-01-01
9831200159,2014-08-06,2250000.0,2.0,98102,house,regular,,2006-01-01
1954700695,2014-06-12,2250000.0,1.5,98112,house,good,,1905-01-01
4386700135,2014-11-14,2250000.0,2.5,98112,house,good,,1916-01-01
7855801670,2015-04-01,2250000.0,2.0,98006,house,regular,,2006-01-01
1118001215,2015-02-04,2250000.0,1.0,98112,house,regular,,1951-01-01
5316100920,2014-07-25,2250000.0,2.5,98112,house,regular,,1954-01-01
2524069097,2014-05-09,2238890.0,2.0,98027,house,regular,,2010-01-01
518500460,2014-10-08,2230000.0,2.0,98056,house,regular,,2014-01-01
7936500109,2014-07-25,2230000.0,2.0,98136,house,good,,1977-01-01
856000635,2015-03-23,2225000.0,2.0,98033,house,regular,,2002-01-01
1333300145,2015-03-04,2225000.0,2.0,98112,house,regular,,1933-01-01
868001435,2015-01-27,2225000.0,1.0,98177,house,regular,1993-01-01,1949-01-01
1973700030,2015-04-29,2205000.0,2.0,98034,house,regular,,2014-01-01
1925069082,2015-05-11,2200000.0,2.0,98052,house,good,,1952-01-01
2024069008,2014-06-19,2200000.0,2.0,98027,house,regular,,2002-01-01
3629940160,2015-03-11,2200000.0,2.0,98029,house,regular,,2006-01-01
1118001295,2014-12-03,2200000.0,2.0,98112,house,regular,,1940-01-01
824059305,2015-01-08,2200000.0,2.0,98004,house,regular,,1988-01-01
9185700285,2014-12-23,2200000.0,2.0,98112,house,regular,,1931-01-01
2425049061,2014-08-25,2200000.0,1.0,98039,house,regular,1982-01-01,1946-01-01
4045100190,2014-10-27,2196000.0,2.0,98040,house,good,,1980-01-01
7935000280,2014-08-12,2195000.0,2.5,98136,house,good,,1911-01-01
1954700610,2014-12-09,2193000.0,2.0,98112,house,regular,2004-01-01,1905-01-01
2525049259,2014-08-12,2187730.0,2.0,98039,house,regular,,2004-01-01
4218400455,2014-07-08,2180000.0,2.0,98105,house,regular,,1931-01-01
6377200010,2014-12-08,2175000.0,1.5,98004,house,good,,1976-01-01
5553300375,2014-08-20,2160000.0,2.0,98199,house,regular,2006-01-01,1996-01-01
1370800225,2015-03-18,2152500.0,1.5,98199,house,regular,,1939-01-01
685000115,2014-10-07,2150000.0,2.0,98004,house,regular,,1967-01-01
3761700053,2015-01-05,2150000.0,3.0,98034,house,regular,2000-01-01,1989-01-01
5710000005,2014-05-22,2150000.0,2.0,98004,house,regular,,2008-01-01
1959701800,2014-07-02,2147500.0,2.0,98102,house,good,,1909-01-01
125069038,2014-11-25,2140000.0,2.0,98053,house,regular,,1997-01-01
1338800425,2015-03-04,2140000.0,2.5,98112,house,regular,,1906-01-01
4107100204,2014-08-21,2135000.0,1.0,98004,house,regular,,1975-01-01
3760500336,2014-11-26,2125000.0,2.0,98034,house,regular,,1982-01-01
622049114,2015-02-18,2125000.0,2.0,98166,house,regular,,1976-01-01
6065300330,2014-06-20,2110000.0,2.0,98006,house,regular,,1973-01-01
3025300226,2014-05-15,2100000.0,2.0,98039,house,regular,2002-01-01,1962-01-01
5700003640,2014-05-19,2095000.0,2.5,98144,house,regular,,1912-01-01
3861470110,2014-06-23,2075000.0,2.0,98004,house,regular,,1997-01-01
9533100285,2014-06-30,2065000.0,2.0,98004,house,regular,,2013-01-01
7352200450,2015-01-15,2050000.0,1.5,98125,house,regular,1965-01-01,1915-01-01
7424700045,2015-05-13,2050000.0,2.0,98122,house,good,1994-01-01,1905-01-01
3505100756,2014-11-06,2050000.0,1.0,98116,house,good,,1971-01-01
1338300170,2015-03-24,2048000.0,2.0,98112,house,regular,,1926-01-01
46100504,2014-06-17,2027000.0,1.5,98040,house,good,1979-01-01,1934-01-01
3585901085,2014-06-04,2005000.0,1.0,98177,house,good,,1969-01-01
2524049318,2014-05-28,2000000.0,2.0,98040,house,regular,,2000-01-01
2524049179,2014-08-26,2000000.0,1.0,98040,house,regular,,1968-01-01
1732800310,2015-03-02,2000000.0,2.0,98119,house,regular,,2012-01-01
2726049034,2014-11-10,2000000.0,2.0,98125,house,regular,,2006-01-01
4131900042,2014-05-16,2000000.0,2.0,98040,house,regular,,1991-01-01
1724069059,2014-05-24,2000000.0,3.0,98075,house,regular,,2004-01-01
3225069241,2015-04-22,2000000.0,1.0,98074,house,regular,,1968-01-01
2424059174,2015-05-08,1999950.0,2.0,98006,house,regular,,2015-01-01
1068000150,2015-05-01,1999000.0,2.0,98199,house,regular,,1933-01-01
2624089007,2015-03-20,1998000.0,2.0,98065,apartment,regular,,2009-01-01
1346300035,2014-06-26,1990000.0,2.5,98112,house,good,,1902-01-01
632000065,2014-06-11,1989000.0,1.0,98004,house,good,,1950-01-01
2311400056,2014-12-01,1987500.0,2.0,98004,house,regular,,2014-01-01
2025059026,2015-02-25,1980000.0,1.0,98004,house,regular,,1990-01-01
1651500040,2014-08-01,1980000.0,2.0,98004,house,regular,,2007-01-01
5017000470,2014-07-10,1975000.0,2.0,98112,house,regular,,2007-01-01
1338600225,2014-05-28,1970000.0,2.0,98112,house,good,,1959-01-01
824059321,2014-06-02,1965220.0,2.0,98004,house,regular,,2003-01-01
8964800025,2015-02-26,1965000.0,1.5,98004,house,regular,,1951-01-01
2806300065,2015-04-22,1960000.0,2.0,98005,house,regular,,1998-01-01
1923000260,2014-10-15,1959000.0,3.0,98040,house,regular,,1988-01-01
4055701200,2015-04-21,1955000.0,1.0,98034,house,regular,,1963-01-01
3124059023,2015-02-13,1955000.0,1.0,98040,house,regular,,1960-01-01
2525049113,2014-07-25,1950000.0,2.0,98039,house,regular,,1987-01-01
8835800350,2015-01-12,1950000.0,2.0,98045,house,regular,,2002-01-01
1568100920,2015-04-08,1950000.0,2.0,98155,house,regular,,2012-01-01
5486800070,2014-06-20,1950000.0,2.0,98040,house,regular,2003-01-01,1965-01-01
3760500280,2014-10-14,1950000.0,1.5,98034,house,regular,,1968-01-01
2425049107,2015-03-05,1950000.0,1.0,98039,house,regular,2000-01-01,1963-01-01
5493110020,2015-01-16,1950000.0,2.0,98004,house,regular,,1989-01-01
4389201241,2014-12-30,1945000.0,2.0,98004,house,regular,,2001-01-01
9809000020,2015-03-13,1940000.0,2.0,98004,house,regular,,1969-01-01
2626069030,2015-02-09,1940000.0,2.0,98053,house,regular,,2000-01-01
3860900035,2015-04-15,1940000.0,2.0,98004,house,regular,,2008-01-01
8081500060,2014-10-01,1928000.0,2.0,98004,house,regular,,1984-01-01
5700003630,2014-06-30,1925000.0,2.5,98144,house,regular,,1914-01-01
1370802115,2014-12-05,1925000.0,2.0,98199,house,regular,,1998-01-01
1118000080,2015-03-31,1925000.0,1.0,98112,house,regular,,1951-01-01
1630700380,2015-01-30,1920000.0,2.0,98077,house,regular,,2004-01-01
2425049066,2014-06-16,1920000.0,1.0,98039,house,regular,,1950-01-01
1118001560,2014-07-10,1910000.0,2.0,98112,house,regular,2007-01-01,1955-01-01
2540700110,2015-02-12,1905000.0,2.0,98039,house,regular,,2001-01-01
9808700405,2014-06-04,1901000.0,2.0,98004,house,regular,,1992-01-01
3024059014,2015-03-25,1900000.0,1.5,98040,house,good,1988-01-01,1916-01-01
1525059261,2015-05-05,1900000.0,2.0,98005,house,regular,,1996-01-01
3835500585,2014-10-16,1900000.0,2.0,98004,house,regular,2008-01-01,1947-01-01
357000135,2015-02-18,1900000.0,2.0,98144,house,regular,,2009-01-01
4389201075,2014-07-31,1900000.0,2.0,98004,house,good,1982-01-01,1946-01-01
4114601580,2014-07-24,1900000.0,2.0,98144,house,regular,1983-01-01,1942-01-01
7767000060,2014-09-12,1900000.0,2.0,98040,house,regular,,1980-01-01
1330300300,2015-04-15,1900000.0,2.0,98112,house,regular,,2007-01-01
3303850330,2014-12-16,1900000.0,2.0,98006,house,regular,,2001-01-01
1727001300,2014-06-09,1900000.0,2.0,98005,house,regular,,1978-01-01
1827200265,2014-09-11,1899000.0,2.0,98166,apartment,regular,,1989-01-01
2025069140,2015-03-17,1898000.0,3.0,98074,house,regular,,2006-01-01
8085400401,2015-01-15,1898000.0,2.0,98004,house,regular,,2007-01-01
9809000020,2014-05-13,1895000.0,2.0,98004,house,regular,,1969-01-01
249000180,2014-12-01,1890000.0,2.0,98004,house,regular,,2013-01-01
824059042,2014-05-30,1886700.0,2.0,98004,house,regular,,2004-01-01
715010530,2015-01-13,1881580.0,2.0,98006,house,regular,,2014-01-01
2470200020,2014-05-14,1880000.0,1.0,98039,house,regular,,1968-01-01
6447300225,2014-11-06,1880000.0,1.0,98039,house,regular,,1949-01-01
8923600020,2014-08-06,1880000.0,2.0,98115,house,regular,,2013-01-01
3391500050,2014-07-03,1875000.0,2.0,98004,house,regular,,2006-01-01
6321000045,2014-12-22,1875000.0,2.0,98122,house,regular,,1921-01-01
3885803044,2014-09-02,1875000.0,2.0,98033,house,regular,,2004-01-01
1025039086,2014-09-16,1875000.0,2.0,98199,house,regular,,1925-01-01
3625700010,2014-05-06,1870000.0,2.0,98040,house,regular,2002-01-01,1969-01-01
3262300818,2015-02-27,1865000.0,2.0,98039,house,regular,,2006-01-01
7787400105,2015-03-06,1865000.0,1.0,98004,house,regular,,1951-01-01
4218400100,2014-09-11,1865000.0,2.5,98105,house,regular,,1930-01-01
1524079188,2014-07-29,1862000.0,2.0,98024,house,regular,,2006-01-01
9471200065,2014-10-15,1855000.0,2.0,98105,house,good,,1952-01-01
4134300175,2015-04-17,1851000.0,1.0,98006,house,regular,,1965-01-01
6744701310,2015-04-15,1850000.0,1.0,98155,house,regular,,1981-01-01
5026900235,2014-09-11,1850000.0,2.0,98122,house,good,,1914-01-01
3592500800,2014-10-18,1850000.0,2.0,98112,house,good,,1925-01-01
9201300050,2014-08-14,1850000.0,2.0,98075,house,regular,2001-01-01,1963-01-01
809001520,2014-11-05,1850000.0,3.0,98109,house,regular,,2014-01-01
1266200140,2015-05-06,1850000.0,2.0,98004,house,regular,,2014-01-01
4457300005,2015-03-25,1839900.0,2.0,98040,house,regular,,2013-01-01
6752500090,2015-01-27,1835000.0,2.0,98006,house,regular,,1995-01-01
2124069115,2014-10-21,1830000.0,2.0,98029,house,regular,,2009-01-01
5493110080,2014-08-15,1825000.0,2.0,98004,house,regular,,1991-01-01
1051000040,2015-04-24,1824100.0,2.0,98004,house,regular,1998-01-01,1968-01-01
1524069044,2014-10-09,1822500.0,2.0,98029,house,regular,,2006-01-01
4054530260,2014-06-27,1820000.0,2.0,98077,house,regular,,1993-01-01
4094800120,2014-06-19,1815000.0,2.0,98040,house,regular,2003-01-01,1972-01-01
1725059136,2014-11-21,1815000.0,2.0,98033,house,regular,,1998-01-01
5035300325,2015-04-14,1810000.0,1.5,98199,house,regular,,1923-01-01
8081500050,2015-03-02,1810000.0,1.0,98004,house,regular,,1984-01-01
1118000465,2015-03-12,1810000.0,2.0,98112,house,regular,,1951-01-01
9286730020,2015-03-31,1802750.0,1.0,98004,house,regular,,1977-01-01
1337300145,2014-07-21,1800000.0,2.5,98112,house,good,,1905-01-01
5425700205,2014-05-20,1800000.0,1.0,98039,house,regular,1994-01-01,1962-01-01
4030100005,2014-12-09,1800000.0,2.0,98155,house,regular,,1938-01-01
4385700250,2015-04-07,1800000.0,2.0,98112,house,regular,,2015-01-01
323079101,2015-01-23,1800000.0,2.0,98027,house,regular,,2008-01-01
3528000040,2015-03-26,1800000.0,2.0,98053,house,regular,,1988-01-01
3343302110,2015-03-06,1800000.0,2.0,98006,house,regular,1989-01-01,1933-01-01
524059063,2014-05-06,1800000.0,2.0,98004,house,regular,,2013-01-01
5078400160,2014-06-05,1800000.0,2.0,98004,house,regular,,2003-01-01
1329000090,2014-12-19,1799000.0,2.0,98005,house,regular,,1999-01-01
9359100500,2014-05-27,1795000.0,2.0,98040,house,regular,,2000-01-01
9320100090,2014-06-10,1795000.0,2.0,98040,house,regular,2003-01-01,1977-01-01
5461300150,2014-12-11,1795000.0,1.0,98004,house,regular,,1959-01-01
3893100462,2015-02-25,1789950.0,2.0,98033,house,regular,,2014-01-01
4139420640,2014-10-30,1785000.0,1.0,98006,house,regular,,1996-01-01
7237501190,2014-10-10,1780000.0,2.0,98059,house,regular,,2004-01-01
644000040,2015-04-29,1780000.0,2.0,98004,house,regular,,2003-01-01
1370803180,2014-08-08,1776000.0,2.0,98199,house,regular,,2005-01-01
251500330,2014-10-14,1775000.0,1.0,98004,house,regular,,1972-01-01
5457300095,2015-01-07,1775000.0,3.0,98109,house,regular,,1985-01-01
8964800050,2015-03-04,1770000.0,1.0,98004,house,regular,,1951-01-01
2954400310,2014-09-15,1769000.0,2.0,98053,house,regular,,1990-01-01
644000115,2014-09-23,1765000.0,2.0,98004,house,regular,,2011-01-01
2525049266,2014-08-21,1762000.0,2.0,98039,house,regular,,1988-01-01
4139420370,2014-08-11,1760000.0,1.0,98006,house,regular,,1996-01-01
1337800805,2014-07-03,1755000.0,2.0,98112,house,regular,2014-01-01,1909-01-01
3304700130,2015-01-28,1755000.0,2.0,98177,house,regular,,1927-01-01
8085400586,2014-11-01,1750000.0,2.0,98004,house,regular,,2014-01-01
715010130,2015-02-02,1750000.0,2.0,98006,house,regular,,2013-01-01
7533800295,2014-08-19,1750000.0,2.0,98115,house,regular,1998-01-01,1950-01-01
1336800240,2014-05-08,1750000.0,2.5,98112,house,regular,,1906-01-01
250000010,2014-09-24,1750000.0,2.0,98004,house,regular,,2013-01-01
250000090,2014-07-14,1750000.0,2.0,98004,house,regular,,2008-01-01
715010140,2014-10-02,1750000.0,2.0,98006,house,regular,,2014-01-01
3025059072,2014-07-25,1749000.0,1.5,98004,house,regular,2003-01-01,1908-01-01
3885808005,2015-03-05,1740000.0,2.0,98033,house,regular,,2014-01-01
4219401080,2014-05-20,1740000.0,1.5,98105,house,regular,1999-01-01,1926-01-01
1118000935,2014-07-05,1738000.0,2.0,98112,house,regular,,1937-01-01
3585901025,2014-06-13,1735000.0,1.5,98177,house,good,,1982-01-01
4219400520,2014-06-16,1735000.0,2.0,98105,house,regular,,1926-01-01
1561600056,2014-10-17,1735000.0,2.0,98004,house,regular,,2007-01-01
1024049024,2014-12-03,1735000.0,2.5,98144,house,good,,1929-01-01
46100350,2014-06-30,1730000.0,2.0,98040,house,regular,,2008-01-01
4094800260,2014-11-26,1730000.0,2.0,98040,house,good,,1965-01-01
6448000100,2014-06-17,1728000.0,1.0,98004,house,regular,,1976-01-01
4141800285,2014-07-14,1727000.0,1.5,98122,house,regular,2002-01-01,1906-01-01
1088100450,2014-07-25,1720000.0,2.0,98033,house,regular,,2008-01-01
1118001805,2014-07-24,1715000.0,2.0,98112,house,regular,,1941-01-01
1118001835,2014-12-23,1715000.0,2.0,98112,house,regular,,1927-01-01
3738000070,2015-03-09,1712750.0,1.0,98039,house,good,,1959-01-01
3220200040,2014-06-16,1712500.0,3.0,98109,house,regular,,1978-01-01
4100500070,2014-05-27,1710000.0,2.0,98033,house,regular,,2009-01-01
5154200015,2015-04-14,1705000.0,2.0,98116,house,regular,,2000-01-01
2154500060,2014-12-03,1705000.0,1.0,98040,house,regular,2007-01-01,1972-01-01
8106100085,2014-05-09,1702500.0,2.0,98040,house,regular,2000-01-01,1987-01-01
2175100055,2014-12-30,1700000.0,2.0,98040,house,regular,,2000-01-01
1925069066,2014-06-23,1700000.0,2.0,98052,house,regular,,1974-01-01
8073000550,2015-04-15,1700000.0,2.0,98178,house,regular,,1999-01-01
524059330,2015-01-30,1700000.0,2.0,98004,house,regular,,2014-01-01
8146200070,2015-03-10,1700000.0,2.0,98004,house,regular,,2014-01-01
1224059053,2014-10-27,1700000.0,2.0,98008,house,good,,1942-01-01
4141010110,2014-08-08,1700000.0,2.0,98040,house,regular,,1988-01-01
5493100366,2014-06-25,1700000.0,2.0,98004,house,regular,,1978-01-01
1623069046,2015-03-12,1700000.0,2.0,98027,house,regular,,2006-01-01
2311400145,2014-10-29,1699990.0,2.0,98004,house,regular,,2014-01-01
2655500241,2014-08-14,1699000.0,3.0,98040,house,regular,,2001-01-01
7856410411,2014-09-22,1698890.0,2.0,98006,house,regular,,2004-01-01
3472800065,2014-08-26,1698000.0,2.0,98004,house,regular,1995-01-01,1959-01-01
