,dormitory_type,condition_type,house_age
651,house,regular,new_house
652,house,regular,new_house
653,house,regular,new_house
654,house,regular,new_house
655,house,regular,new_house
656,house,regular,new_house
657,house,regular,new_house
658,house,regular,new_house
659,house,regular,new_house
660,house,regular,new_house
661,house,regular,new_house
662,house,regular,new_house
663,house,regular,new_house
664,house,regular,new_house
665,house,regular,new_house
666,house,regular,new_house
667,house,regular,new_house
668,house,regular,new_house
669,house,good,new_house
670,house,regular,new_house
671,house,regular,new_house
672,house,good,new_house
673,house,regular,new_house
674,house,regular,new_house
675,house,regular,new_house
676,apartament,regular,new_house
677,apartament,regular,new_house
678,house,regular,new_house
679,house,regular,new_house
680,house,regular,new_house
681,house,regular,new_house
682,house,regular,new_house
683,house,regular,new_house
684,house,regular,new_house
685,house,regular,new_house
686,house,regular,new_house
687,house,regular,new_house
688,house,regular,new_house
689,house,regular,new_house
690,house,regular,new_house
691,house,good,new_house
692,house,regular,new_house
693,apartament,regular,new_house
694,house,regular,new_house
695,house,regular,new_house
696,house,good,new_house
697,house,regular,new_house
698,house,regular,new_house
699,house,regular,new_house
700,apartament,regular,new_house
701,apartament,regular,new_house
702,house,bad,new_house
703,house,regular,new_house
704,apartament,regular,new_house
705,apartament,regular,new_house
706,house,regular,new_house
707,house,regular,new_house
708,house,good,new_house
709,house,regular,new_house
710,house,regular,new_house
711,house,regular,new_house
712,house,regular,new_house
713,house,regular,new_house
714,house,regular,new_house
715,house,good,new_house
716,house,good,new_house
717,house,regular,new_house
718,house,regular,new_house
719,house,regular,new_house
720,house,regular,new_house
721,apartament,good,new_house
722,house,regular,new_house
723,house,regular,new_house
724,house,regular,new_house
725,house,good,new_house
726,apartament,regular,new_house
727,apartament,regular,new_house
728,house,regular,new_house
729,house,regular,new_house
730,house,good,new_house
731,house,regular,new_house
732,house,regular,new_house
733,house,regular,new_house
734,house,regular,new_house
735,house,regular,new_house
736,house,regular,new_house
737,house,regular,new_house
738,house,regular,new_house
739,house,regular,new_house
740,house,regular,new_house
741,apartament,regular,new_house
742,house,regular,new_house
743,house,regular,new_house
744,house,regular,new_house
745,house,regular,new_house
746,house,regular,new_house
747,house,regular,new_house
748,house,regular,new_house
749,house,regular,new_house
750,house,regular,new_house
751,house,good,new_house
752,house,good,new_house
753,apartament,regular,new_house
754,house,good,new_house
755,house,regular,new_house
756,house,regular,new_house
757,apartament,regular,new_house
758,house,regular,new_house
759,house,regular,new_house
760,house,regular,new_house
761,house,regular,new_house
762,house,regular,new_house
763,house,regular,new_house
764,house,good,new_house
765,house,regular,new_house
766,house,regular,new_house
767,house,good,new_house
768,house,good,new_house
769,house,regular,new_house
770,house,regular,new_house
771,house,regular,new_house
772,house,regular,new_house
773,apartament,regular,new_house
774,house,regular,new_house
775,house,regular,new_house
776,house,regular,new_house
777,house,regular,new_house
778,house,regular,new_house
779,house,good,new_house
780,house,good,new_house
781,house,good,new_house
782,house,regular,new_house
783,house,regular,new_house
784,house,regular,new_house
785,house,regular,new_house
786,apartament,regular,new_house
787,house,regular,new_house
788,house,regular,new_house
789,house,regular,new_house
790,house,regular,new_house
791,house,regular,new_house
792,house,regular,new_house
793,house,regular,new_house
794,apartament,regular,new_house
795,house,regular,new_house
796,house,regular,new_house
797,house,good,new_house
798,house,regular,new_house
799,house,regular,new_house
800,house,regular,new_house
801,house,good,new_house
802,house,regular,new_house
803,house,regular,new_house
804,house,regular,new_house
805,house,regular,new_house
806,house,regular,new_house
807,house,good,new_house
808,house,regular,new_house
809,house,regular,new_house
810,house,regular,new_house
811,apartament,regular,new_house
812,house,regular,new_house
813,house,regular,new_house
814,house,regular,new_house
815,house,regular,new_house
816,house,regular,new_house
817,apartament,regular,new_house
818,house,regular,new_house
819,house,regular,new_house
820,house,regular,new_house
821,house,regular,new_house
822,house,good,new_house
823,house,regular,new_house
824,house,regular,new_house
825,house,regular,new_house
826,house,good,new_house
827,house,regular,new_house
828,house,regular,new_house
829,house,regular,new_house
830,house,regular,new_house
831,house,regular,new_house
832,house,regular,new_house
833,house,regular,new_house
834,house,regular,new_house
835,house,regular,new_house
836,apartament,regular,new_house
837,apartament,regular,new_house
838,house,regular,new_house
839,house,regular,new_house
840,house,regular,new_house
841,house,regular,new_house
842,house,regular,new_house
843,house,regular,new_house
844,house,regular,new_house
845,house,regular,new_house
846,house,regular,new_house
847,house,regular,new_house
848,house,regular,new_house
849,house,regular,new_house
850,house,regular,new_house
851,house,regular,new_house
852,house,regular,new_house
853,house,regular,new_house
854,house,regular,new_house
855,house,regular,new_house
856,house,regular,new_house
857,house,regular,new_house
858,house,good,new_house
859,house,regular,new_house
860,studio,regular,new_house
861,house,regular,new_house
862,house,regular,new_house
863,house,regular,new_house
864,house,regular,new_house
865,house,regular,new_house
866,house,regular,new_house
867,house,regular,new_house
868,apartament,regular,new_house
869,house,regular,new_house
870,house,regular,new_house
871,house,regular,new_house
872,house,good,new_house
873,house,regular,new_house
874,house,regular,new_house
875,house,regular,new_house
876,house,regular,new_house
877,house,regular,new_house
878,house,regular,new_house
879,house,regular,new_house
880,house,regular,new_house
881,house,bad,new_house
882,house,regular,new_house
883,house,good,new_house
884,house,good,new_house
885,house,regular,new_house
886,house,regular,new_house
887,apartament,regular,new_house
888,house,regular,new_house
889,house,regular,new_house
890,house,regular,new_house
891,house,regular,new_house
892,house,regular,new_house
893,apartament,regular,new_house
894,house,regular,new_house
895,house,regular,new_house
896,house,regular,new_house
897,house,regular,new_house
898,house,regular,new_house
899,house,regular,new_house
900,house,regular,new_house
901,house,regular,new_house
902,house,regular,new_house
903,studio,regular,new_house
904,house,regular,new_house
905,house,good,new_house
906,house,regular,new_house
907,house,good,new_house
908,house,good,new_house
909,house,regular,new_house
910,house,regular,new_house
911,house,regular,new_house
912,house,regular,new_house
913,house,regular,new_house
914,house,regular,new_house
915,house,regular,new_house
916,house,regular,new_house
917,house,regular,new_house
918,apartament,regular,new_house
919,house,good,new_house
920,house,regular,new_house
921,house,regular,new_house
922,house,regular,new_house
923,house,regular,new_house
924,house,regular,new_house
925,house,regular,new_house
926,house,regular,new_house
927,house,regular,new_house
928,apartament,regular,new_house
929,house,regular,new_house
930,house,regular,new_house
931,house,regular,new_house
932,house,regular,new_house
933,house,regular,new_house
934,house,good,new_house
935,house,regular,new_house
936,house,regular,new_house
937,apartament,regular,new_house
938,house,regular,new_house
939,house,regular,new_house
940,house,regular,new_house
941,apartament,regular,new_house
942,house,good,new_house
943,house,regular,new_house
944,house,good,new_house
945,house,regular,new_house
946,house,regular,new_house
947,house,regular,new_house
948,house,regular,new_house
949,house,regular,new_house
950,house,regular,new_house
951,house,regular,new_house
952,house,regular,new_house
953,house,regular,new_house
954,house,regular,new_house
955,house,regular,new_house
956,house,regular,new_house
957,house,regular,new_house
958,house,good,new_house
959,house,regular,new_house
960,house,good,new_house
961,house,regular,new_house
962,apartament,regular,new_house
963,house,good,new_house
964,house,regular,new_house
965,house,regular,new_house
966,house,regular,new_house
967,house,regular,new_house
968,house,regular,new_house
969,house,regular,new_house
970,house,regular,new_house
971,house,regular,new_house
972,house,regular,new_house
973,house,regular,new_house
974,house,regular,new_house
975,house,regular,new_house
976,house,regular,new_house
977,house,regular,new_house
978,house,regular,new_house
979,house,regular,new_house
980,house,regular,new_house
981,house,regular,new_house
982,apartament,regular,new_house
983,apartament,regular,new_house
984,apartament,regular,new_house
985,house,regular,new_house
986,house,regular,new_house
987,house,regular,new_house
988,house,regular,new_house
989,house,regular,new_house
990,house,regular,new_house
991,house,regular,new_house
992,house,regular,new_house
993,house,regular,new_house
994,apartament,regular,new_house
995,house,regular,new_house
996,apartament,regular,new_house
997,apartament,regular,new_house
998,apartament,regular,new_house
999,house,regular,new_house
1000,house,regular,new_house
1001,house,regular,new_house
1002,house,regular,new_house
1003,house,regular,new_house
1004,house,regular,new_house
1005,house,regular,new_house
1006,house,regular,new_house
1007,house,regular,new_house
1008,house,regular,new_house
1009,apartament,regular,new_house
1010,house,good,new_house
1011,house,regular,new_house
1012,house,regular,new_house
1013,house,regular,new_house
1014,apartament,regular,new_house
1015,house,regular,new_house
1016,house,regular,new_house
1017,house,regular,new_house
1018,house,good,new_house
1019,house,regular,new_house
1020,house,regular,new_house
1021,house,regular,new_house
1022,house,regular,new_house
1023,house,regular,new_house
1024,house,good,new_house
1025,house,regular,new_house
1026,apartament,bad,new_house
1027,house,regular,new_house
1028,house,regular,new_house
1029,apartament,regular,new_house
1030,house,regular,new_house
1031,house,regular,new_house
1032,apartament,regular,new_house
1033,house,good,new_house
1034,house,regular,new_house
1035,house,regular,new_house
1036,house,regular,new_house
1037,house,regular,new_house
1038,house,regular,new_house
1039,house,regular,new_house
1040,apartament,regular,new_house
1041,house,regular,new_house
1042,house,regular,new_house
1043,apartament,regular,new_house
1044,house,regular,new_house
1045,house,regular,new_house
1046,house,regular,new_house
1047,apartament,regular,new_house
1048,house,regular,new_house
1049,house,regular,new_house
1050,house,regular,new_house
1051,house,regular,new_house
1052,house,regular,new_house
1053,house,regular,new_house
1054,house,regular,new_house
1055,house,regular,new_house
1056,house,regular,new_house
1057,house,regular,new_house
1058,house,regular,new_house
1059,house,regular,new_house
1060,apartament,regular,new_house
1061,house,regular,new_house
1062,house,regular,new_house
1063,house,regular,new_house
1064,house,regular,new_house
1065,house,regular,new_house
1066,studio,regular,new_house
1067,house,regular,new_house
1068,house,regular,new_house
1069,apartament,regular,new_house
1070,house,regular,new_house
1071,house,regular,new_house
1072,house,regular,new_house
1073,house,regular,new_house
1074,apartament,regular,new_house
1075,house,regular,new_house
1076,house,good,new_house
1077,apartament,regular,new_house
1078,house,regular,new_house
1079,house,regular,new_house
1080,house,regular,new_house
1081,apartament,regular,new_house
1082,house,regular,new_house
1083,house,regular,new_house
1084,house,regular,new_house
1085,house,good,new_house
1086,house,good,new_house
1087,house,regular,new_house
1088,house,regular,new_house
1089,house,regular,new_house
1090,house,regular,new_house
1091,house,regular,new_house
1092,house,regular,new_house
1093,house,regular,new_house
1094,house,regular,new_house
1095,house,regular,new_house
1096,house,regular,new_house
1097,apartament,regular,new_house
1098,apartament,regular,new_house
1099,apartament,regular,new_house
1100,house,regular,new_house
1101,house,regular,new_house
1102,apartament,regular,new_house
1103,house,regular,new_house
1104,house,regular,new_house
1105,house,regular,new_house
1106,house,regular,new_house
1107,apartament,regular,new_house
1108,house,regular,new_house
1109,house,regular,new_house
1110,house,regular,new_house
1111,apartament,regular,new_house
1112,house,regular,new_house
1113,house,good,new_house
1114,house,regular,new_house
1115,house,regular,new_house
1116,apartament,regular,new_house
1117,house,regular,new_house
1118,house,regular,new_house
1119,house,regular,new_house
1120,house,regular,new_house
1121,house,regular,new_house
1122,house,regular,new_house
1123,house,regular,new_house
1124,house,regular,new_house
1125,house,regular,new_house
1126,house,regular,new_house
1127,apartament,regular,new_house
1128,house,regular,new_house
1129,house,regular,new_house
1130,house,regular,new_house
1131,house,regular,new_house
1132,house,regular,new_house
1133,house,regular,new_house
1134,house,regular,new_house
1135,house,regular,new_house
1136,house,regular,new_house
1137,house,good,new_house
1138,apartament,regular,new_house
1139,house,regular,new_house
1140,house,good,new_house
1141,house,regular,new_house
1142,house,regular,new_house
1143,house,regular,new_house
1144,house,good,new_house
1145,house,good,new_house
1146,house,regular,new_house
1147,house,regular,new_house
1148,house,good,new_house
1149,studio,regular,new_house
1150,apartament,regular,new_house
1151,house,regular,new_house
1152,house,regular,new_house
1153,house,regular,new_house
1154,house,regular,new_house
1155,apartament,regular,new_house
1156,house,regular,new_house
1157,house,regular,new_house
1158,house,regular,new_house
1159,house,regular,new_house
1160,house,good,new_house
1161,house,regular,new_house
1162,house,regular,new_house
1163,house,regular,new_house
1164,house,regular,new_house
1165,house,regular,new_house
1166,house,regular,new_house
1167,house,regular,new_house
1168,apartament,regular,new_house
1169,house,good,new_house
1170,house,good,new_house
1171,house,regular,new_house
1172,house,regular,new_house
1173,house,regular,new_house
1174,house,regular,new_house
1175,house,regular,new_house
1176,house,regular,new_house
1177,apartament,regular,new_house
1178,house,regular,new_house
1179,house,regular,new_house
1180,house,regular,new_house
1181,house,regular,new_house
1182,house,regular,new_house
1183,house,regular,new_house
1184,house,good,new_house
1185,house,regular,new_house
1186,house,regular,new_house
1187,apartament,regular,new_house
1188,apartament,regular,new_house
1189,house,regular,new_house
1190,house,regular,new_house
1191,house,regular,new_house
1192,apartament,regular,new_house
1193,house,regular,new_house
1194,apartament,regular,new_house
1195,house,regular,new_house
1196,house,regular,new_house
1197,house,regular,new_house
1198,apartament,regular,new_house
1199,house,regular,new_house
1200,house,regular,new_house
1201,house,regular,new_house
1202,house,regular,new_house
1203,house,regular,new_house
1204,house,regular,new_house
1205,house,regular,new_house
1206,house,regular,new_house
1207,house,good,new_house
1208,house,regular,new_house
1209,house,regular,new_house
1210,house,regular,new_house
1211,house,regular,new_house
1212,house,regular,new_house
1213,house,regular,new_house
1214,house,regular,new_house
1215,house,regular,new_house
1216,house,regular,new_house
1217,house,regular,new_house
1218,apartament,regular,new_house
1219,house,regular,new_house
1220,house,regular,new_house
1221,house,regular,new_house
1222,house,regular,new_house
1223,house,regular,new_house
1224,house,regular,new_house
1225,house,regular,new_house
1226,house,regular,new_house
1227,house,regular,new_house
1228,house,regular,new_house
1229,house,regular,new_house
1230,house,regular,new_house
